Message_id,Person Who Felt the Emotion,Gender,Cause
s1329_bolly,Radha,Female,threatening and exploiting someone's poverty
s1330_bolly,Shanta,Female,questioning her husband's work habits
s1331_bolly,girl,female,being outgoing and fearless
s1332_bolly,daughter,female,unknown
s1333_bolly,Santosh,Male,Disrespectful behavior
s1334_bolly,Character 1,,inappropriate behavior
s1335_bolly,son,male,calling his father unsuccessful
s1336_bolly,Suraj,Male,accusing someone's father
s1337_bolly,accused person,,committing crimes and murder
s1338_bolly,speaker,,expressing love openly
s1339_bolly,person who lost the farm,Male,losing property due to negligence
s1340_bolly,I,Male,flirtatious and immodest behavior
s1341_bolly,dancer,female,inappropriate dancing
s1342_bolly,singer,likely male,lack of depth or poetry in songs
s1343_bolly,woman,female,impatience or perceived promiscuity
s1344_bolly,character begging for life,Male,breaking trust
s1345_bolly,I,Male,Flirting with multiple women
s1346_bolly,dancer,female,inappropriate dancing
s1347_bolly,singer,,lack of depth or poetry in songs
s1348_bolly,woman,female,impatience and disrespect
s1349_bolly,man,male,disrespecting a woman
s1350_bolly,Ghorpade,Male,working a second shift
s1351_bolly,heart,,flirting and lack of shame
s1352_bolly,Mr. DJ,Male,Flirting
s1353_bolly,Mr Gupta,Male,associating with thugs
s1354_bolly,Shahid,Male,having multiple girlfriends
s1355_bolly,grief,,causing sadness
s1356_bolly,Tarun,Male,Asking for favors
s1357_bolly,Mr Gupta,Male,associating with thugs
s1358_bolly,Shahid,Male,having multiple girlfriends
s1359_bolly,Mr Gupta,Male,associating with thugs
s1360_bolly,Shahid,Male,having multiple girlfriends
s1361_bolly,speaker,,begging for food
s1362_bolly,receiver of goods and money,likely male,dishonesty or corruption
s1363_bolly,man,male,inappropriate behavior towards women
s1364_bolly,grief,,causing sadness
s1365_bolly,Tarun,Male,Asking for favors/borrowing
s1366_bolly,Mr Gupta,Male,Involvement with thugs
s1367_bolly,Shahid,Male,Disrespecting women by having multiple girlfriends
s1368_bolly,Mr Gupta,Male,associating with thugs
s1369_bolly,Shahid,Male,Disrespecting women by having multiple girlfriends
s1370_bolly,person being asked for help,,inability to provide help
s1371_bolly,receiver of goods and money,likely male,dishonesty and corruption
s1372_bolly,man,male,inappropriate behavior towards women
s1373_bolly,Mr Gupta,Male,associating with thugs
s1374_bolly,Shahid,Male,Disrespecting women by having multiple girlfriends
s1375_bolly,young women,Female,being scared and helpless
s1376_bolly,child,female,inappropriate dressing
s1377_bolly,character,male,inappropriate behavior towards women
s1378_bolly,Mr. Chaudhari,Male,Insulting his honor
s1379_bolly,Mr. Chaudhari,Male,Insulting his honor
s1380_bolly,Chaudhari Balram,Male,Accused of a shameful act
s1381_bolly,young women,Female,being scared and helpless
s1382_bolly,child,female,inappropriate dressing
s1383_bolly,character,male,inappropriate behavior towards women
s1384_bolly,Mr. Chaudhari,Male,Insulting his honor
s1385_bolly,Mr. Chaudhari,Male,Insulting his honor
s1386_bolly,Chaudhari Balram,Male,Accused of a shameful act
s1387_bolly,Ishika and Amogh,Female and Male,Lack of manners
s1388_bolly,boy,male,inappropriate behavior in public
s1389_bolly,Romeo,Male,Ogling at women
s1390_bolly,Tiwari's child,Not explicit,Lack of discipline and respect
s1391_bolly,man,male,betrayal and blackmail
s1392_bolly,Piku,Female,refusing help
s1393_bolly,boy,Male,inappropriate behavior in public
s1394_bolly,Romeo,Male,Ogling at women
s1395_bolly,Tiwari,Male,Lack of punctuality and disrespect
s1396_bolly,man,male,betrayal and blackmail
s1397_bolly,Ayodhya,Male,drinking alcohol
s1398_bolly,Bhima,Male,taking rice without permission
s1399_bolly,girl,female,having clandestine meetings with a man
s1400_bolly,Thakur and his thugs,Male,causing trouble and dishonor
s1401_bolly,lawyer,Male,trying to bribe and defend criminals
s1402_bolly,lawyer,male,trying to negotiate a price for a crime
s1403_bolly,woman,female,commodification of women
s1404_bolly,character being addressed,likely male,selling out for money
s1405_bolly,Unnamed Male Character,Male,inappropriate behavior towards Muniya
s1406_bolly,character 1,likely female,inappropriate behavior
s1407_bolly,speaker 1,likely male,not understanding the importance of shame
s1408_bolly,son-in-law,Male,inappropriate dressing
s1409_bolly,character 1,likely male,overstaying welcome at friend's house
s1410_bolly,Karuna,Female,Desire for a child
s1411_bolly,woman,female,infertility
s1412_bolly,Karuna,Female,committing an act considered disgraceful
s1413_bolly,Dada party,,poor taste and defeat
s1414_bolly,Vijay,Male,false accusations
s1415_bolly,Vikram,Male,disloyalty and betrayal
s1416_bolly,Moosa-bhai,Male,being called a thug and a gangster
s1417_bolly,brother,Male,being a thug and a gangster
s1418_bolly,city residents,,bullying and dominance
s1419_bolly,speaker,male,having a bad reputation
s1420_bolly,speaker,,having a bad reputation
s1421_bolly,Arjun,Male,unknown wrongdoing
s1422_bolly,Arjun,Male,inappropriate behavior
s1423_bolly,boy,male,premarital pregnancy
s1424_bolly,man,male,trying to prove masculinity by ruining a girl's reputation
s1425_bolly,speaker,male,losing self-respect
s1426_bolly,teaser,male,teasing a girl
s1427_bolly,Thakur Tejpratap Singh,Male,corruption in education system
s1428_bolly,Thakur Tejpratap Singh,Male,corruption in education system
s1429_bolly,Ravan,Male,Harassing Janaki
s1430_bolly,character asking for money,,begging for money
s1431_bolly,character,likely male,loss of status or power
s1432_bolly,hooligans,,disrespecting elders and causing disturbances
s1433_bolly,protesters,,demanding justice
s1434_bolly,Lakshmi,Female,Being judged for her past
s1435_bolly,Lakshmi,Female,Being judged for her past relationships
s1436_bolly,man,male,physical violence against a woman
s1437_bolly,Nana,Male,signing visa papers
s1438_bolly,man,male,luring innocent girls
s1439_bolly,Kavita,Female,refusing to accompany someone
s1440_bolly,Kavita,Female,Disrespecting a guest
s1441_bolly,daughter in law,female,dishonoring family
s1442_bolly,are a man,male,domestic violence
s1443_bolly,Kavita,Female,refusing a proposal
s1444_bolly,Dheeraj,Male,hiding love story
s1445_bolly,friend and wife,Male and Female,infidelity
s1446_bolly,man,male,inappropriate advances
s1447_bolly,Anil,Male,death possibly suicide)
s1448_bolly,individual,not specified,facing a predicament that brings shame
s1449_bolly,Mummy,Female,Selfishness and neglect
s1450_bolly,Kishen Yadav,Male,gaining a position without competition
s1451_bolly,fugitive convict,Male,criminal activities and laziness
s1452_bolly,girl,female,inappropriate language and behavior
s1453_bolly,foreigner,male,not respecting local customs
s1454_bolly,foreigner,male,not respecting local customs
s1455_bolly,sweetheart,likely male,shameless behavior
s1456_bolly,character in song,,shameless behavior
s1457_bolly,Radha's uncle,Male,inappropriate behavior
s1458_bolly,speaker,female,falling in love with a stranger
s1459_bolly,speaker,female,being pursued relentlessly by a man
s1460_bolly,Raju,Male,Lying or deceit
s1461_bolly,sister-in-law,Female,disrespectful talk
s1462_bolly,person beating a woman,Male,physical abuse
s1463_bolly,man,male,physical abuse towards a woman
s1464_bolly,woman,female,being perceived as shameless
s1465_bolly,character 2,likely female,inappropriate behavior at a party
s1466_bolly,friend,Male,breaking friendship rules
s1467_bolly,friend,,breaking rules of friendship
s1468_bolly,speaker,male,being doubted and insulted
s1469_bolly,girl,female,interacting with a man
s1470_bolly,character 1,likely male,revealing secrets to his mother
s1471_bolly,character 1,likely male,admitting mistakes
s1472_bolly,character 1,likely male,admitting a mistake
s1473_bolly,character 1,likely female,revealing personal matters to mother
s1474_bolly,character 1,likely female,lack of modesty
s1475_bolly,man,male,behaving in a lowly manner
s1476_bolly,girl,female,infidelity
s1477_bolly,Aunty,Female,causing harm to family members
s1478_bolly,speaker,,personal failure or mistake
s1479_bolly,Indians,,being terrorized and oppressed
s1480_bolly,person being addressed,likely male,causing harm to Jai
s1481_bolly,woman,female,behaving inappropriately in front of her daughter
s1482_bolly,character being fed,,cruel behavior
s1483_bolly,grown girl,Female,behaving inappropriately with a boy
s1484_bolly,Rama,Female,Betrayal of trust
s1485_bolly,Sunil,Male,being a low-income photographer
s1486_bolly,Seema,Female,Choosing a partner not approved by family
s1487_bolly,character 1,likely female,expressing love in public
s1488_bolly,girl,female,premarital intimacy
s1489_bolly,Damar Singh,Male,Being spared by the chief
s1490_bolly,Kailashnath Gupta's son,Male,working for a low salary
s1491_bolly,governess,female,crossing social boundaries
s1492_bolly,unidentified character,,breaking social boundaries
s1493_bolly,Vishwamitra,Male,Marrying in haste
s1494_bolly,child,male,not receiving love from mother
s1495_bolly,man,male,not being able to drink enough alcohol
s1496_bolly,Sid,Male,Being late
s1497_bolly,layabout,Male,being unproductive and dependent
s1498_bolly,dancer,male,being forced to dance
s1499_bolly,speaker,,expressing vulnerability in love
s1500_bolly,speaker,male,leaving army for family
s1501_bolly,Thakur Veer Bahadur Amar Singh Rathore,Male,Insulting his honor
s1502_bolly,Gaurav,Male,not being clean at heart
s1503_bolly,brothers,Male,fighting with each other
s1504_bolly,Ms. Rajni,Female,exploiting vulnerability for financial gain
s1505_bolly,widow,female,asking for a child as a widow
s1506_bolly,Goddess-like woman,Female,stealing
s1507_bolly,Goddess-like woman,Female,stealing
s1508_bolly,Dhanraj,Male,causing shame to a respectable person
s1509_bolly,Ram,Male,cowardice
s1510_bolly,friend,male,cowardice
s1511_bolly,Ramlal,Male,Disrespectful behavior
s1512_bolly,Ashok,Male,Disrespectful behavior towards elders
s1513_bolly,Ramlal,Male,feeling inferior
s1514_bolly,Ramlal,Male,feeling inferior due to social status
s1515_bolly,Dhanraj,Male,behaving shamelessly
s1516_bolly,unmarried girls,Female,not behaving appropriately
s1517_bolly,daughter,female,indecent exposure
s1518_bolly,daughter,female,disobedience
s1519_bolly,boy,male,not conforming to gender norms
s1520_bolly,character,,doing bad things for love
s1521_bolly,character,,expressing love openly
s1522_bolly,individuals involved in sexual activity,,premarital/extramarital sex
s1523_bolly,Jadu,Male,Harassing a woman
s1524_bolly,character,male,deceiving a girl
s1525_bolly,man,male,inappropriate behavior with sister-in-law
s1526_bolly,Mohammed Ali,Male,being threatened/intimidated
s1527_bolly,nurse,female,inappropriate behavior
s1528_bolly,woman,female,harassment
s1529_bolly,wife,female,infidelity
s1530_bolly,character 1,Male,flaunting his fiancee
s1531_bolly,person being addressed,,not having a happy family
s1532_bolly,Om,Male,fear of water
s1533_bolly,character,likely male,not living up to past bravery
s1534_bolly,Bhabijit,Male,Being called by a feminine name
s1535_bolly,speaker,male,not having personal space
s1536_bolly,bachelor son,Male,living with mother
s1537_bolly,speaker,male,leaving his lover
s1538_bolly,Arun,Male,dependent on wife's income
s1539_bolly,man,male,irresponsible behavior despite being a father
s1540_bolly,Jai,Male,bringing a girl in a bad condition
s1541_bolly,husband,male,being financially dependent on wife
s1542_bolly,Arun,Male,Accused of a crime he didn't commit
s1543_bolly,Aditya,Male,Infidelity
s1544_bolly,Unnamed female character,Female,Infidelity and rivalry
s1545_bolly,Surinder Sahni,Male,causing personal conflict
s1546_bolly,three characters,Male,not having a girlfriend
s1547_bolly,politicians,,debauchery and corruption
s1548_bolly,Sneha's spouse,likely male,fighting with spouse
s1549_bolly,Unnamed Male Character,Male,inappropriate behavior with a girl
s1550_bolly,Sahil,Male,inappropriate behavior
s1551_bolly,son,male,father's past actions
s1552_bolly,Surinder Sahni,Male,causing a rift in friendship
s1553_bolly,Pratap Singh,Male,Writing inappropriate letters
s1554_bolly,man,male,insolence and shamelessness
s1555_bolly,man,male,inappropriate advances towards a young woman
s1556_bolly,woman,female,physical assault
s1557_bolly,son-in-law,Male,low socio-economic status
s1558_bolly,son-in-law,Male,marrying into a higher social class
s1559_bolly,son-in-law,Male,lower socio-economic status and lack of education
s1560_bolly,Anita,Female,Infidelity
s1561_bolly,Anita,Female,Infidelity
s1562_bolly,character being threatened,likely male,not reacting to threats
s1563_bolly,Raja,Male,Infidelity or inappropriate behavior
s1564_bolly,woman,female,being characterless
s1565_bolly,character,,disrespecting family norms
s1566_bolly,victim,,being a spectacle for others
s1567_bolly,innocent man,Male,being thrown out of the room
s1568_bolly,Rani,Female,bathing with minimal clothing
s1569_bolly,Rani,Female,Being asked to hurry up and get ready
s1570_bolly,character being laughed at,,laughing without reason
s1571_bolly,woman,female,sexual harassment
s1572_bolly,son,male,visiting a lawyer without parental consent
s1573_bolly,villagers,,not standing up against injustice
s1574_bolly,unmarried woman,Female,being unmarried
s1575_bolly,Chandramohan,Male,not able to arrange a suitable match for his daughter
s1576_bolly,She,Female,past actions
s1577_bolly,daughter's parent,Female,rejecting a marriage proposal
s1578_bolly,Raja,Male,spreading rumors
s1579_bolly,cab driver,male,physical assault on a woman
s1580_bolly,son-in-law,Male,low socio-economic status
s1581_bolly,taxi-driver,Male,marrying into a higher social class
s1582_bolly,taxi-driver,Male,marrying into a higher social class
s1583_bolly,person littering,,littering
s1584_bolly,boy,male,outraging a girl's modesty
s1585_bolly,aunt,female,inappropriate behavior
s1586_bolly,people being referred to,,lack of pride and shame
s1587_bolly,character being spoken about,likely male,lack of pride and integrity
s1588_bolly,Mister,Male,plagiarism
s1589_bolly,character being addressed,likely male,plagiarism
s1590_bolly,character being addressed,likely male,plagiarism
s1591_bolly,speaker,,disrespecting someone's parents
s1592_bolly,home minister,male,not fulfilling his duties
s1593_bolly,boy,Male,eve-teasing
s1594_bolly,man,male,eve-teasing
s1595_bolly,Ms. Sapna,Female,dreaming of a simple and loving home
s1596_bolly,boy,Male,Teasing and imitating girls
s1597_bolly,Ms. Sapna,Female,dreaming of a simple and loving home
s1598_bolly,Ms. Sapna,Female,dreaming of a simple and loving home
s1599_bolly,listener,likely male,inability to stand up for oneself
s1600_bolly,Shivnath's son,Male,Stealing
s1601_bolly,Rajaji,Male,academic failure
s1602_bolly,student,male,academic failure
s1603_bolly,brother-in-law,Male,profession not respected
s1604_bolly,son,male,making unreasonable demands
s1605_bolly,Raja,Male,working as a waiter
s1606_bolly,man,male,trying to buy a bride
s1607_bolly,Mr. Shivnath's son,Male,Rejected a proposal due to poverty
s1608_bolly,educated person,likely male,spreading urban influence and disrupting local culture
s1609_bolly,worshipper,,not giving enough alms
s1610_bolly,Draupadi,Female,Being a prostitute
s1611_bolly,man,male,lust for a young girl
s1612_bolly,Radha's father,Male,disrespecting his daughter
s1613_bolly,Mr. Pinto,Male,Unknown Insufficient context)
s1614_bolly,Mr. Pinto,Male,Unknown Insufficient context)
s1615_bolly,daddy,Male,dishonesty
s1616_bolly,beggar,male,begging for food
s1617_bolly,person being addressed,likely male,begging and relying on others for sustenance
s1618_bolly,man,male,inappropriate dressing and audacity to propose to a woman of higher social status
s1619_bolly,speaker,male,suspicion on someone's character
s1620_bolly,Ram and Lakhan,Male,causing difficulty and shame to family
s1621_bolly,Character being shamed,Male,Immaturity
s1622_bolly,commissioner's daughter,Female,having a love affair
s1623_bolly,police officer,Male,favoritism and corruption
s1624_bolly,speaker,male,not sharing complete information
s1625_bolly,police department,,inability to handle threats
s1626_bolly,Lakhan Pratap Singh,Male,Dishonesty
s1627_bolly,Chandramukhi's family,,giving dowry
s1628_bolly,daughter's family,,not being able to afford lavish weddings
s1629_bolly,man,Male,dowry
s1630_bolly,Gayatri,Female,being a feminist
s1631_bolly,character being addressed,likely male,inaction and passivity
s1632_bolly,Unnamed character,,interfering in adult matters
s1633_bolly,speaker,,betrayal and disloyalty
s1634_bolly,villagers,,fear and submission to cruelty
s1635_bolly,Mr. Kashyap,Male,being suspected of smuggling
s1636_bolly,Lakhan,Male,behaving childishly
s1637_bolly,Her,Female,Having a love affair
s1638_bolly,Lakhan Pratap Singh,Male,Corruption
s1639_bolly,man,male,cheating and lying
s1640_bolly,woman,female,infidelity
s1641_bolly,black marketeer,male,selling cinema tickets in black
s1642_bolly,black marketeer,male,engaging in black market activities
s1643_bolly,black marketeer,male,engaging in black market activities
s1644_bolly,Raja Ravi Verma,Male,Being an artist
s1645_bolly,artist,male,disrespecting culture and tradition
s1646_bolly,Kamini,Female,associating with untouchables
s1647_bolly,man,male,stalking and harassing women
s1648_bolly,person being addressed,,inappropriate behavior
s1649_bolly,Indian painters,,lack of skill in painting
s1650_bolly,woman,female,causing embarrassment due to her disability
s1651_bolly,woman,female,causing embarrassment
s1652_bolly,Speaker,,feeling ashamed of appreciating Kamasuthra
s1653_bolly,police officer,Male,involved in drug use
s1654_bolly,individual,male,not knowing how to live life
s1655_bolly,dance director,likely male,incompetence in directing
s1656_bolly,new chairperson,Male,being a former worker
s1657_bolly,ordinary worker,Male,social mobility
s1658_bolly,character 1,likely male,treating love as a game
s1659_bolly,character 1,likely male,treating love as a game
s1660_bolly,son,male,associating with friends from different communities and perceived bad habits
s1661_bolly,son,male,associating with friends from different communities and perceived bad habits
s1662_bolly,director,male,making the actress perform difficult dance steps
s1663_bolly,male,male,inability to express feelings to a girl
s1664_bolly,son,male,cheating and deception
s1665_bolly,Mr. Billimoria,Male,inability to control his people
s1666_bolly,speaker,male,self-shaming for past actions
s1667_bolly,soldier,male,inappropriate behavior
s1668_bolly,Jaan Mohammad,Male,Betrayal or disloyalty
s1669_bolly,villagers,,surrendering their village to terrorists
s1670_bolly,two individuals,,misconduct or inappropriate behavior
s1671_bolly,character 1,male,stealing from temples and beggars
s1672_bolly,boy,Male,watching a movie with another boy instead of a girl
s1673_bolly,groom,male,inappropriate behavior towards women
s1674_bolly,Rohan Kapoor and Alka Singh,Male and Female,inappropriate relationship rumors
s1675_bolly,Bhanu Bhaiyya,Male,Honor killing
s1676_bolly,Alka Singh,Female,Victim of honor killing
s1677_bolly,Shruti,Female,Betrayal or dishonesty
s1678_bolly,woman,female,being with a man
s1679_bolly,woman,female,infidelity
s1680_bolly,woman,female,chasing a man
s1681_bolly,woman,female,chasing a man
s1682_bolly,unmarried girl,Female,carrying someone else's child while unmarried
s1683_bolly,man,male,irresponsible behavior and contracting disease
s1684_bolly,woman,female,infidelity
s1685_bolly,Takubai,Female,Infidelity
s1686_bolly,Amarji's wife,Female,Infidelity
s1687_bolly,Khetaji,Male,inappropriate relationships and marrying multiple times at an old age
s1688_bolly,Khetaji,Male,Marrying a much younger girl and multiple marriages
s1689_bolly,character who spiked the drink,,spiking someone's drink
s1690_bolly,Karan,Male,drugging someone
s1691_bolly,character being spoken to,,corruption and blackmail
s1692_bolly,son,male,not adhering to traditional music norms
s1693_bolly,son,male,not adhering to traditional music forms
s1694_bolly,Jiah,Female,Not informing her father about her whereabouts
s1695_bolly,character,male,association with a socially undesirable person
s1696_bolly,speaker,female,expressing sexual desires openly
s1697_bolly,Francis,Male,not being able to find something
s1698_bolly,woman,female,sexual objectification
s1699_bolly,Nawab,Male,Betrayal and disloyalty
s1700_bolly,speaker,,impending public humiliation
s1701_bolly,man,male,stealing
s1702_bolly,man,male,stealing
s1703_bolly,woman,female,smoking
s1704_bolly,woman,female,smoking
s1705_bolly,man,male,inappropriate advances
s1706_bolly,Bijli,Female,making inappropriate advances
s1707_bolly,brother,Male,engaging in shameful activities
s1708_bolly,brother,Male,not being a good citizen
s1709_bolly,Champa's future father-in-law,Male,demanding dowry
s1710_bolly,speaker,male,inappropriate behavior towards a woman
s1711_bolly,character who touched Paro,likely male,inappropriate physical contact
s1712_bolly,Romeo,Male,Disrespectful and inappropriate behavior
s1713_bolly,man,male,inappropriate behavior and advances
s1714_bolly,Samba,Male,being a criminal
s1715_bolly,man,male,being a gambler
s1716_bolly,Commander Pavri,Male,not being assertive or aggressive
s1717_bolly,rule,,being deceptive
s1718_bolly,character,male,not protecting a woman
s1719_bolly,son,male,disrespecting mother
s1720_bolly,character being addressed,Male,failing in exams
s1721_bolly,Malmhar's wife,Female,adultery
s1722_bolly,Swati's boyfriend,Male,visiting girlfriend's home without formal introduction
s1723_bolly,unidentified character,,disrupting the speaker's programme
s1724_bolly,Suresh's son,Male,causing public embarrassment
s1725_bolly,rich man's family,Male,immoral way of earning money
s1726_bolly,Rishabhh,Male,inappropriate behavior in front of family
s1727_bolly,girl,female,lying
s1728_bolly,girl,female,lying
s1729_bolly,character who doesn't play cricket,likely male,not playing cricket
s1730_bolly,Rajveer,Male,being a freeloader
s1731_bolly,speaker,likely male,stealing money
s1732_bolly,character being spoken to,likely male,public display of affection
s1733_bolly,girl,female,lack of self-respect
s1734_bolly,speaker,,not reciprocating kindness
s1735_bolly,speaker,likely male,expressing love openly
s1736_bolly,man,Male,physical weakness and lack of assertiveness
s1737_bolly,husband,male,trying to be romantic at an old age
s1738_bolly,elderly person,likely male,not acting age-appropriate
s1739_bolly,elderly people,,stealing
s1740_bolly,elderly person,,stealing
s1741_bolly,Unnamed character,,manipulating and harming Pooja
s1742_bolly,speaker,likely male,being suspected or accused
s1743_bolly,character,male,inappropriate physical contact
s1744_bolly,Moonmoon,Female,Being penniless and hungry for money
s1745_bolly,woman,female,trying to take another woman's husband
s1746_bolly,Barrister Avinash Kumar's wife,Female,Infidelity
s1747_bolly,girl,female,defiance and retaliation
s1748_bolly,girl,female,disrespecting elders
s1749_bolly,speaker,likely male,expressing love openly
s1750_bolly,man,Male,physical weakness
s1751_bolly,husband,male,trying to be romantic at an old age
s1752_bolly,elderly person,likely male,not acting age-appropriate
s1753_bolly,elderly people,,stealing
s1754_bolly,elderly person,likely male,stealing
s1755_bolly,Unnamed character,,manipulating and harming Pooja
s1756_bolly,speaker,likely male,being forced into a vile act
s1757_bolly,character,male,inappropriate physical contact
s1758_bolly,Moonmoon,Female,Being penniless and greedy
s1759_bolly,woman,female,trying to take another woman's husband
s1760_bolly,Barrister Avinash Kumar's wife,Female,Infidelity
s1761_bolly,girl,female,defiance and retaliation
s1762_bolly,girl,female,disobedience and talking back
s1763_bolly,speaker,likely male,expressing love openly
s1764_bolly,man,male,physical weakness
s1765_bolly,father,male,expressing affection openly
s1766_bolly,person being beaten,Male,physical weakness
s1767_bolly,husband,male,trying to be romantic at an old age
s1768_bolly,elderly person,likely male,not acting age-appropriate
s1769_bolly,elderly person,,stealing
s1770_bolly,elderly person,,stealing
s1771_bolly,person being addressed,likely male,playing with someone's emotions
s1772_bolly,speaker,likely male,being forced into a dishonorable act
s1773_bolly,speaker,,expressing love openly
s1774_bolly,person being scolded,,lack of physical strength and not paying attention
s1775_bolly,husband,male,trying to be romantic at an old age
s1776_bolly,elderly person,likely male,not acting age-appropriate
s1777_bolly,elderly people,,stealing
s1778_bolly,elderly person,,stealing
s1779_bolly,Unnamed character,,manipulating and harming Pooja
s1780_bolly,speaker,likely male,being forced into a dishonorable act
s1781_bolly,father,male,expressing affection openly
s1782_bolly,person being beaten,Male,physical weakness
s1783_bolly,elderly couple,both,expressing romantic feelings in old age
s1784_bolly,elderly person,likely male,not acting according to their age
s1785_bolly,elderly person,,stealing
s1786_bolly,elderly person,,stealing
s1787_bolly,person being addressed,likely male,playing with Pooja's emotions
s1788_bolly,speaker,likely male,being forced into a dishonorable act
s1789_bolly,husband,male,trying to be romantic at an old age
s1790_bolly,elderly person,likely male,not acting according to their age
s1791_bolly,elderly people,,stealing
s1792_bolly,elderly person,likely male,stealing
s1793_bolly,Unnamed character,,manipulating and harming Pooja
s1794_bolly,speaker,likely male,being forced into a dishonorable act
s1795_bolly,son,male,disapproved job
s1796_bolly,son,male,disapproved profession
s1797_bolly,Suman,Female,Going against parents' wishes
s1798_bolly,son,male,disapproved job
s1799_bolly,son,male,disapproved profession
s1800_bolly,Suman,Female,Disobeying parents
s1801_bolly,man,male,uttering obscenities to an older person
s1802_bolly,man,male,invading privacy
s1803_bolly,character being addressed,Male,being a lecher
s1804_bolly,son,male,impregnating a girl out of wedlock
s1805_bolly,man,male,uttering obscenities to an older person
s1806_bolly,man,male,invading privacy
s1807_bolly,character being addressed,Male,being a lecher
s1808_bolly,son,male,impregnating a girl out of wedlock
s1809_bolly,character,likely male,reckless behavior and causing trouble
s1810_bolly,daughter,female,marrying against parents' will
s1811_bolly,speaker,likely male,living in a small house
s1812_bolly,speaker,,living in a small house
s1813_bolly,character,likely male,inappropriate behavior or actions
s1814_bolly,daughter,female,marrying without parent's consent
s1815_bolly,speaker,likely male,living in a small house
s1816_bolly,speaker,,living in a small house
s1817_bolly,character speaking,male,not being a good husband
s1818_bolly,speaker,,not fulfilling someone's wish
s1819_bolly,speaker,male,inability to forget past love and be a good husband
s1820_bolly,speaker,,not fulfilling someone's wish
s1821_bolly,husband,male,not fulfilling marital duties
s1822_bolly,Police Department,,incompetence in handling criminals
s1823_bolly,police department,,negligence and incompetence
s1824_bolly,character,male,inappropriate behavior
s1825_bolly,man,male,inappropriate behavior
s1826_bolly,husband,Male,not recognizing his wife
s1827_bolly,police officer,male,corruption and false allegations
s1828_bolly,servant,,disloyalty and deceit
s1829_bolly,speaker,likely male,trespassing and disrespecting privacy
s1830_bolly,speaker,,committing a crime
s1831_bolly,tenant,,not paying rent
s1832_bolly,woman,female,gender inequality and discrimination
s1833_bolly,Sundarji,Male,Neglecting family responsibilities
s1834_bolly,unfortunate women,Female,being unfortunate
s1835_bolly,Chotti Bahu,Female,Unspecified torment
s1836_bolly,speaker,likely female,being accused of inappropriate behavior with brother-in-law
s1837_bolly,wife,female,longing for her husband
s1838_bolly,husband,male,learning from a wife
s1839_bolly,Bhoothnath,Male,being asked to do something shameful
s1840_bolly,Bhoothnath,Male,being asked to do something shameful
s1841_bolly,interferer,,interfering in personal matters
s1842_bolly,interferer,,interfering in personal matters
s1843_bolly,Chotte Babu,Male,Drinking alcohol
s1844_bolly,girl,female,behaving inappropriately for her age
s1845_bolly,woman,female,objectification and sexualization
s1846_bolly,Gopi's sister,Female,Helping a stranger
s1847_bolly,Nikhil Arora,Male,Changing his Indian name to a Western one
s1848_bolly,Nikhil Arora,Male,personal appearance
s1849_bolly,Nikhil Arora,Male,personal appearance
s1850_bolly,Nikhil Arora,Male,ashamed of his nationality
s1851_bolly,Nikhil,Male,Making a mistake
s1852_bolly,Kamble,Male,committing rape
s1853_bolly,Manju,Female,inappropriate behavior with a minor
s1854_bolly,person advocating for women's education,likely male,advocating for women's education
s1855_bolly,current generation,,not leaving a good legacy for future generations
s1856_bolly,speaker,likely female,being dishonoured due to love
s1857_bolly,Rupa,Female,Fraudulent activities
s1858_bolly,Rashid,Male,lying
s1859_bolly,20!52,Male,Being shirtless and a criminal
s1860_bolly,accused man,male,physical assault on women
s1861_bolly,character reading the letter,,invasion of privacy
s1862_bolly,character reading the letter,,invading privacy by reading someone else's letter
s1863_bolly,character reading the letter,,invading privacy
s1864_bolly,Salman,Male,being shameless
s1865_bolly,character being addressed,Male,not having a romantic partner
s1866_bolly,dancer,female,profession as a dancer
s1867_bolly,speaker,likely female,expressing progressive ideas about women's roles
s1868_bolly,husband,male,outdated ideas about marital relationships
s1869_bolly,Mr. Shastra,Male,Miscommunication and misunderstanding
s1870_bolly,Raja,Male,false testimony
s1871_bolly,son,male,not reciprocating love
s1872_bolly,Horny,Male,inappropriate behavior
s1873_bolly,visitor,male,not revealing his name
s1874_bolly,speaker's son-in-law's parent,Male,low socio-economic status
s1875_bolly,unidentified character,,begging for food
s1876_bolly,Sanju,Male,potential death due to gang violence
s1877_bolly,he,male,not being able to face the world
s1878_bolly,son,male,lying
s1879_bolly,son,male,lying about career/education
s1880_bolly,old man,Male,inappropriate behavior
s1881_bolly,girl in blue sari,Female,being silly or incompetent
s1882_bolly,girl who lost,Female,losing in a game
s1883_bolly,,,
s1884_bolly,Rakhi,Female,Losing a game
s1885_bolly,Rakhi,Female,Being too clever
s1886_bolly,clever girl,Female,being too clever
s1887_bolly,son,male,having a romantic relationship in office
s1888_bolly,Mohan's wife,Female,Accusation of husband's infidelity
s1889_bolly,character being spoken to,,begging or showing desperation
s1890_bolly,boy,male,accepting charity
s1891_bolly,speaker,female,feeling of shame due to husband's behavior
s1892_bolly,man,male,physical violence against a woman
s1893_bolly,Mr. Sultan,Male,not meeting expectations
s1894_bolly,boss,male,incompetence
s1895_bolly,Dalbir,Female,neglecting family responsibilities
s1896_bolly,sister,Female,behaving inappropriately
s1897_bolly,brother,male,causing national humiliation
