Message_id,Person Who Felt the Emotion,Gender,Cause
p712_bolly,Suraj,male,becoming a big and good man
p713_bolly,Major Shahi,male,winning wars
p714_bolly,man,male,
p715_bolly,,,
p716_bolly,speaker,male,inability to bring attackers to justice
p717_bolly,mom,female,child joining the police
p718_bolly,Father,male,child's honesty and capability as a police officer
p719_bolly,officer,male,bravery and service to country
p720_bolly,speaker,,being the protector of the poor and just
p721_bolly,speaker,,patriotism
p722_bolly,Mumbai police,,catching a criminal
p723_bolly,mom,female,trust and accomplishments of child
p724_bolly,speaker,,Tamanna's work
p725_bolly,speaker,,supporting friend with HIV
p726_bolly,Kaka,male,suppress ego for financial gain
p727_bolly,speaker,,Tamanna's work
p728_bolly,speaker,,supporting a friend with HIV
p729_bolly,Kaka,male,suppress ego for financial gain
p730_bolly,Kaka,male,suppress ego for financial gain
p731_bolly,Kaka,male,suppress ego for financial gain
p732_bolly,Hari,male,receiving good marks
p733_bolly,Hari,male,academic achievement
p734_bolly,speaker,female,personal growth or self-confidence
p735_bolly,speaker,,personal transformation
p736_bolly,father,male,decision about child's life and marriage
p737_bolly,,,
p738_bolly,,,
p739_bolly,speaker,female,personal transformation
p740_bolly,father,male,decision about child's life and marriage
p741_bolly,husband,male,wealth
p742_bolly,dear,,fulfilling a promise
p743_bolly,speaker 1,,fulfilling someone's dream
p744_bolly,,,
p745_bolly,She,female,her beauty
p746_bolly,speaker,,guiding someone on the right path
p747_bolly,speaker,,flag symbolizing integrity and dignity
p748_bolly,pimp's mother,female,son's financial success
p749_bolly,speaker,male,standing up against cruelty and advocating for women's rights
p750_bolly,dear,,fulfilling a promise or dream
p751_bolly,dear,female,fulfilling promise
p752_bolly,,,
p753_bolly,speaker,,love for country and people
p754_bolly,speaker,,Climbing Everest
p755_bolly,speaker,,wearing modern clothes
p756_bolly,Uncle,male,passing exams
p757_bolly,university,,Student's achievement in IAS exams
p758_bolly,Ravan,male,
p759_bolly,Bapu,male,maintaining family honour
p760_bolly,Bapu,male,maintaining royal family's pride
p761_bolly,student,male,bravery
p762_bolly,speaker,,
p763_bolly,widow,female,being the widow of a martyr
p764_bolly,,,
p765_bolly,Radha,female,her beauty
p766_bolly,,,
p767_bolly,master,male,honour
p768_bolly,speaker 2,,personal dignity
p769_bolly,father,male,daughter's earnings
p770_bolly,,,
p771_bolly,rich,,wealth
p772_bolly,,,
p773_bolly,,,
p774_bolly,sister,female,
p775_bolly,speaker,,children bringing honour to family
p776_bolly,,,
p777_bolly,Lata,female,forsaking ego and pride for loved one
p778_bolly,Mr. Pritam,male,mother's recovery
p779_bolly,speaker,,retrieving software
p780_bolly,dad,male,child's decision making
p781_bolly,,,
p782_bolly,,,
p783_bolly,,,
p784_bolly,,,
p785_bolly,father,male,maintaining social status and reputation
p786_bolly,father,male,maintaining social status and position
p787_bolly,Dev,male,preserving family name
p788_bolly,son,male,serving the country by arresting thieves and smugglers
p789_bolly,character,male,having a moustache
p790_bolly,speaker 1,,raising a handsome child
p791_bolly,,,
p792_bolly,,,
p793_bolly,,,
p794_bolly,,,
p795_bolly,,,
p796_bolly,,,
p797_bolly,leaders,,
p798_bolly,you,,patriotism
p799_bolly,Payal,female,
p800_bolly,Khanna,male,
p801_bolly,Suleman Pasha,male,
p802_bolly,father,male,daughter's achievements
p803_bolly,Rachit,male,love and fight for loved ones
p804_bolly,Ramlal,male,Employing the son of a great man
p805_bolly,speaker,male,son's bravery
p806_bolly,Vijay,male,
p807_bolly,speaker,,finding love
p808_bolly,Anna,female,
p809_bolly,Jwala,male,
p810_bolly,,,
p811_bolly,Amar,male,professional achievement
p812_bolly,,,
p813_bolly,Jwala,male,
p814_bolly,,,
p815_bolly,,,
p816_bolly,Shiv Kakkar,male,choosing a worthy opponent
p817_bolly,Shiv Kakkar,male,Accepting his sexuality
p818_bolly,Shiv Kakkar,male,Accepting his sexuality
p819_bolly,,,
p820_bolly,he,male,
p821_bolly,Arun,male,living without compromising principles
p822_bolly,King,male,training his son to be the pride of his kingdom
p823_bolly,father,male,son's bravery and sense of justice
p824_bolly,father,male,son's bravery and dedication
p825_bolly,son,male,bowing down before the queen and king
p826_bolly,speaker,gender not specified,clearing family name
p827_bolly,speaker,male,successful completion of a task
p828_bolly,,,
p829_bolly,Amay,male,following rules
p830_bolly,Poonam,female,maintaining truth and love in the house
p831_bolly,Mr Shiraz Patel,male,growth and success of CL 20
p832_bolly,,,
p833_bolly,speaker,,acceptance of daughter-in-law
p834_bolly,wife,female,husband's insult
p835_bolly,Kishan Singh,male,son's marriage
p836_bolly,,,
p837_bolly,sister,female,choosing a good family for marriage
p838_bolly,,,
p839_bolly,,,
p840_bolly,speaker 2,,construction project
p841_bolly,speaker 2,,construction project
p842_bolly,you,male,successful construction project
p843_bolly,<NA,,
p844_bolly,Shivnath,male,his son's marriage
p845_bolly,speaker,male,self-worth and status
p846_bolly,Shivnath,male,son's hard work
p847_bolly,second speaker,,winning a lottery
p848_bolly,Ram Jaane,male,protecting others
p849_bolly,character,male,fearless attitude towards death
p850_bolly,speaker,male,killing Bhau Banu and Chunte
p851_bolly,speaker,gender not specified,living and dying with pride
p852_bolly,character,male,living and dying with pride
p853_bolly,Brother,male,taking care of family
p854_bolly,Bishambhar and Param,male and female,Ram's success
p855_bolly,Bishambhar,male,trampling someone's prestige and pride
p856_bolly,orthodox people,,their virtuousness and honesty
p857_bolly,,,
p858_bolly,Ravi Verma,male,Artistic achievement
p859_bolly,speaker,,
p860_bolly,speaker,,culture and tradition
p861_bolly,head of training,,
p862_bolly,Ms. Suchitra,female,
p863_bolly,Laxmi,female,being the only child of a rich family
p864_bolly,friends,,fighting for justice
p865_bolly,speaker 1,,bravery in battle
p866_bolly,speaker,,dedication to the nation's freedom
p867_bolly,pilot,male,serving the country
p868_bolly,pilot,male,love for country
p869_bolly,I,male,patriotism
p870_bolly,speaker,,dedication to the nation's freedom
p871_bolly,pilot,male,serving the country
p872_bolly,pilot,male,love for country
p873_bolly,speaker 1,,country
p874_bolly,speaker,,bravery and valor
p875_bolly,Rohit,male,KAVACH presumably a project or mission
p876_bolly,,,
p877_bolly,father,male,son's growth and development
p878_bolly,speaker,,Achieving dreams
p879_bolly,Jai's father,male,son standing up for his nation
p880_bolly,Dev Rathore,male,fulfilling promise to mother
p881_bolly,speaker,,friend's culinary skills and contribution to country
p882_bolly,speaker 1,male,being openly gay
p883_bolly,brother,male,humility of the boy
p884_bolly,,,
p885_bolly,,,
p886_bolly,first speaker,female,ability to give birth to sons
p887_bolly,,,
p888_bolly,Raju,male,Sports achievement
p889_bolly,character,female,physical appearance
p890_bolly,you,,Achievements of the speaker
p891_bolly,,,
p892_bolly,,,
p893_bolly,landlord,male,
p894_bolly,Sardar,male,fighting and killing enemies
p895_bolly,speaker,male,being a good police officer
p896_bolly,,,
p897_bolly,,,
p898_bolly,second speaker,male,bravery
p899_bolly,,,
p900_bolly,,,
p901_bolly,coward,male,bravado in face of death
p902_bolly,speaker 1,,speaker 2's actions
p903_bolly,Little,,making a plan
p904_bolly,,,
p905_bolly,Shakuntala Devi,female,Competing against the fastest computer on London's top TV channel
p906_bolly,friends across the airwaves,,Shakuntala Devi's competition against the fastest computer
p907_bolly,daughter,female,mother's influence
p908_bolly,speaker,female,daughter's pride in her
p909_bolly,caller,,
p910_bolly,speaker,female,sister's romantic achievement
p911_bolly,first speaker,,son's hard work
p912_bolly,speaker,male,courage
p913_bolly,first speaker,,son's hard work
p914_bolly,speaker,male,courage
p915_bolly,Aman,male,winning cups and shields
p916_bolly,father,male,son's work ethic
p917_bolly,speaker,male,courage
p918_bolly,first speaker,gender not explicit,son's hard work
p919_bolly,speaker,male,courage
p920_bolly,Aman,male,winning cups and shields
p921_bolly,first speaker,male,son's work ethic
p922_bolly,speaker,male,courage
p923_bolly,first speaker,,son's hard work
p924_bolly,speaker,male,courage
p925_bolly,Pralhad,male,wielding authority
p926_bolly,Pralhad,male,wielding authority
p927_bolly,Dr. Ravi,male,serving his countrymen
p928_bolly,Dr. Ravi,male,serving countrymen
p929_bolly,Dr. Ravi,male,receiving honor from Vienna Academy for research
p930_bolly,Sharda,female,having something valuable in the past
p931_bolly,Daddy,male,returning happiness to family
p932_bolly,Dr. Ravi,male,serving countrymen
p933_bolly,Dr. Ravi,male,serving countrymen
p934_bolly,Dr. Ravi,male,receiving honor from Vienna Academy for research
p935_bolly,Sharda,female,having something valuable in the past
p936_bolly,Daddy,male,daughter's happiness
p937_bolly,police department,,bravery and duty fulfillment
p938_bolly,Durga,female,wearing uniform
p939_bolly,police department,,Upholding justice without personal bias
p940_bolly,Aashik Muradabadi,male,singing skills
p941_bolly,Sachin Tendulkar,male,selected for the Indian Team
p942_bolly,world,,Sachin Tendulkar's accomplishments
p943_bolly,speaker,,Sachin's achievements and determination
p944_bolly,speaker,,patriotism
p945_bolly,speaker,,
p946_bolly,speaker,male,representing country in sports
p947_bolly,speaker,,Sachin's achievements
p948_bolly,"is their own.      
Output: speaker",male,Sachin's achievements and character
p949_bolly,speaker,,being considered as a family member by everyone
p950_bolly,Neela,female,saving her husband
p951_bolly,,,
p952_bolly,speaker,male,future victory
p953_bolly,CM,male,Every issue
p954_bolly,Inderjeet Singh,male,
p955_bolly,Inderjeet Singh,male,
p956_bolly,speaker,,owning the biggest fort in the area
p957_bolly,Chaudhary family member,male,support and care
p958_bolly,wife,female,standing against husband's false pride
p959_bolly,Both,,
p960_bolly,,,
p961_bolly,,,
p962_bolly,teacher,,student's achievement
p963_bolly,Ambar,male,Winning over a conflict
p964_bolly,speaker,,
p965_bolly,speaker,gender not specified,owning a boat
p966_bolly,Nikhil Arora,male,
p967_bolly,Rastogi,male,his riches
p968_bolly,Vishal,male,his uniform
p969_bolly,mother,female,child's future success
p970_bolly,Abbu,male,son's responsibility and care
p971_bolly,papa,male,having a good daughter
p972_bolly,,,
p973_bolly,Ustad Rashid,male,his strength
p974_bolly,,,
p975_bolly,,,
p976_bolly,widow,female,standing up against injustice
p977_bolly,father,male,son's decision to settle far away
p978_bolly,father,male,becoming a grandfather
p979_bolly,father,male,enmity with Fateh
p980_bolly,Sher Khan,male,
p981_bolly,speaker,,bravery and service to nation
p982_bolly,speaker,,love and loyalty
p983_bolly,,,
p984_bolly,Sir,male,false pride
p985_bolly,,,
p986_bolly,enemy,male,saving life
p987_bolly,enemy,,saving life
p988_bolly,dad,male,daughter's moral integrity
p989_bolly,Mr. Thakur,male,sacrificing his son due to false pride
p990_bolly,,,
p991_bolly,Sir,male,false pride
p992_bolly,new collector,female,
p993_bolly,speaker,,making a successful film
p994_bolly,Mom,female,child's acting performance
p995_bolly,Mastan,male,Nargis's reputation
p996_bolly,father,male,son's achievement
p997_bolly,father,male,
p998_bolly,son,male,being a source of strength and solace
p999_bolly,speaker 1,,daughter's education and cultured behavior
p1000_bolly,Santa and Banta,male,making the country proud
p1001_bolly,speaker,,making the country proud
p1002_bolly,speaker,,
p1003_bolly,speaker,,becoming official agents
p1004_bolly,Gurudev,male,
p1005_bolly,father,male,son's choice of spouse
p1006_bolly,daughter,female,choosing a life partner independently
p1007_bolly,father,male,bravery and strength
p1008_bolly,Sarkar,male,son's achievements
p1009_bolly,Sarkar,male,son's achievements
p1010_bolly,battalion commander,male,military achievement
p1011_bolly,battalion leader,male,having soldiers from diverse backgrounds
p1012_bolly,,,
p1013_bolly,Vivek Chauhan,male,exposing corrupt government
p1014_bolly,father,male,sons' achievements
p1015_bolly,speaker,,fighting against the British
p1016_bolly,Naren,male,admitting the truth
p1017_bolly,speaker 1,,cleaning the country
p1018_bolly,speaker 1,,cleaning the country
p1019_bolly,Papa,male,children becoming police officers
p1020_bolly,father,male,hoisting the national flag
p1021_bolly,Mr. Saluja,male,defending his country's reputation
p1022_bolly,,,
p1023_bolly,,,
p1024_bolly,woman,female,motherhood
p1025_bolly,him,male,status and position
p1026_bolly,speaker,,love for homeland
p1027_bolly,speaker,,
p1028_bolly,,,
p1029_bolly,speaker,,Film
p1030_bolly,,,
p1031_bolly,speaker,,passion for film
p1032_bolly,speaker,,
p1033_bolly,Senior Thakur,male,maintaining personal honour
p1034_bolly,we,,successful looting
p1035_bolly,we,,successful looting
p1036_bolly,narrator,,glorious past of tribe
p1037_bolly,Shamshera,male,resisting oppression and maintaining dignity
p1038_bolly,Pir,male,restoring lost glory
p1039_bolly,unborn child,male,father's fight for freedom
p1040_bolly,Shamshera,male,winning a game
p1041_bolly,Inspector,male,Making Meena the pride of his home
p1042_bolly,Meena,female,her beauty
p1043_bolly,man,male,having a son
p1044_bolly,character,male,helping the nation
p1045_bolly,King Wajid,male,his crown
p1046_bolly,speaker,,invention of a game by an Indian
p1047_bolly,Adi,male,successful execution of a plan
p1048_bolly,Manav,male,saving someone
p1049_bolly,Adi,male,good job done
p1050_bolly,Manav,male,Adi's good job
p1051_bolly,Jaafar-bhai,male,begging with pride
p1052_bolly,lover,,lover's actions
p1053_bolly,brothers,male,becoming rich
p1054_bolly,constable,male,valour and work
p1055_bolly,brother,male,sibling's support and care
p1056_bolly,,,
p1057_bolly,,,
p1058_bolly,speaker,,Pakistani culture
p1059_bolly,moon,,
p1060_bolly,Tony,male,
p1061_bolly,Amar,male,falling in love
p1062_bolly,speaker 1,,meeting Jenny
p1063_bolly,Mr. Wisam,male,bravery in exposing the Al-Qaeda sleeper cell
p1064_bolly,wife,female,maintaining self-respect
p1065_bolly,Ajit,male,owning land
p1066_bolly,father,male,
p1067_bolly,speaker,male,bravery and service as a police officer
p1068_bolly,Kajal,female,father's achievement
p1069_bolly,Hariram,male,association with the speaker
p1070_bolly,,,
p1071_bolly,father,male,son's bravery
p1072_bolly,authority,,bravery and honesty
p1073_bolly,speaker,,law enforcement achievements
p1074_bolly,Surya Pratap,male,being brave honest fearless patriot and dangerous
p1075_bolly,Indian Government,,patriotic deeds
p1076_bolly,,,
p1077_bolly,Dude,male,Atheism
p1078_bolly,ma,female,graduation
p1079_bolly,Sid,male,passing an exam
p1080_bolly,speaker,male,finding the murderer
p1081_bolly,dad,male,standing up against injustice
p1082_bolly,mother,female,son's achievements
p1083_bolly,speaker,male,son's achievements
p1084_bolly,father-in-law,male,
p1085_bolly,speaker,,patriotism
p1086_bolly,we,,patriotism
p1087_bolly,brother,male,making his sister a daughter-in-law of a specific house
p1088_bolly,speaker,,love for someone
p1089_bolly,uniform wearer,male,wearing uniform
p1090_bolly,Haider Ali Khan,male,serving the nation
p1091_bolly,Arjun's mother,female,Arjun's bravery and sacrifice
p1092_bolly,Arjun's mother,female,Arjun's bravery and sacrifice
p1093_bolly,Arjun,male,saving the country's pride
p1094_bolly,characters,,dedication to nation and duty
p1095_bolly,characters,,dedication to protect the nation
p1096_bolly,speaker,male,
p1097_bolly,speaker,male,
p1098_bolly,father,male,son's attitude and misdeeds
p1099_bolly,Uncle,male,owning a house and having a family
p1100_bolly,speaker 1,,launching a yoga app
p1101_bolly,Sagar,male,
p1102_bolly,speaker,male,saving life
p1103_bolly,wife,female,being the wife of a selfless man
p1104_bolly,Ravi,male,
p1105_bolly,,,
p1106_bolly,speaker,,preserving tradition
p1107_bolly,girl,female,her beauty
p1108_bolly,Seema,female,
p1109_bolly,speaker,,
p1110_bolly,mom,male,joining the police force
p1111_bolly,father,male,academic achievement
p1112_bolly,Thakurs,male,gambling
p1113_bolly,gambler,male,self-confidence
p1114_bolly,groom friend,male,having a beautiful wife
p1115_bolly,friend,male,having a beautiful wife
p1116_bolly,groom friend,male,getting a beautiful wife
p1117_bolly,man,male,having a beautiful wife
p1118_bolly,he,male,having a beautiful wife
p1119_bolly,he,male,having a beautiful wife
p1120_bolly,man,male,having a beautiful wife
p1121_bolly,Vikram,male,holding the speaker's hand
p1122_bolly,queen mother,female,accepting Renu
p1123_bolly,Pappi,male,providing for his children
p1124_bolly,brave hearts,male,winning gold
p1125_bolly,speaker,,Sports achievement
p1126_bolly,speaker,,Announcement of Indian hockey team for Olympics
p1127_bolly,Baapji,male,clan's courage
p1128_bolly,Baapji,male,clan's pride
p1129_bolly,Baapji,male,sustaining clan's pride
p1130_bolly,Baa,female,defending family honor
p1131_bolly,Rajadis,male,respect and protect women
p1132_bolly,Don Ram,male,fought for a woman's honor
p1133_bolly,He,male,preserving culture and heritage
p1134_bolly,speaker,male,knowledge or intelligence
p1135_bolly,Pa,male,
p1136_bolly,He,male,preserving culture and heritage
p1137_bolly,speaker,male,knowledge and work
p1138_bolly,son,male,being a great man and making his mother proud
p1139_bolly,speaker,female,accepting truth and respecting mother's feelings
p1140_bolly,Roshni,female,accepting truth boldly
p1141_bolly,father,male,son's achievement
p1142_bolly,papa,male,son's socialization
p1143_bolly,Dad,male,son's rebellious behavior
p1144_bolly,speaker 1,,being a bad boy
p1145_bolly,speaker,,culinary skills
p1146_bolly,character,male,loyalty to country
p1147_bolly,Naveen,male,owning land
p1148_bolly,speaker 1,,speaker 2's attitude and actions
p1149_bolly,council,,sentencing innocent unarmed people
p1150_bolly,father,male,daughter's adventurous spirit
p1151_bolly,,,
p1152_bolly,speaker 1,gender not explicit,being married
p1153_bolly,SD,male,
p1154_bolly,father,male,son's skills
p1155_bolly,,,
p1156_bolly,Tanu Kumar,female,bravery
p1157_bolly,speaker,,fight for justice
p1158_bolly,Sumitra Bagrecha,female,
p1159_bolly,,,
p1160_bolly,,,
p1161_bolly,,,
p1162_bolly,,,
p1163_bolly,Dileep Singh,male,
p1164_bolly,Loco,male,community spirit and unity
p1165_bolly,Moeen,male,Achieving success and helping community
p1166_bolly,father,male,
p1167_bolly,police officer,male,restoring pride and honour to people
p1168_bolly,,,
p1169_bolly,father,male,son's reputation
p1170_bolly,he,male,breaking the law
p1171_bolly,he,male,breaking the law
p1172_bolly,inspector Dev,male,becoming the pride of the police department
p1173_bolly,Dev,male,being the pride of the police department
p1174_bolly,second speaker,,meeting the pride of the police department
p1175_bolly,Ranvijay,male,
p1176_bolly,Daddy,male,overcoming false pride and loneliness
p1177_bolly,father-in-law,male,maintaining self-respect
p1178_bolly,speaker,male,
p1179_bolly,speaker,male,standing up against injustice
p1180_bolly,father,male,child's achievement of becoming president of the Chamber of Commerce
p1181_bolly,rich man,male,wealth
p1182_bolly,,,
p1183_bolly,rich,,exploiting the poor
p1184_bolly,rich,,exploitation of the poor
p1185_bolly,,,
p1186_bolly,speaker 1,male,manhood
p1187_bolly,Madhav Jha,male,
p1188_bolly,Prince of Simrao,male,being a prince
p1189_bolly,Madhav,male,
p1190_bolly,Rajni,female,
p1191_bolly,society and nation,,having good parents
p1192_bolly,papa,male,having good children
p1193_bolly,speaker,male,daughter's marriage into a reputed family
p1194_bolly,principal,male,student's academic achievement
p1195_bolly,Rani,female,receiving the most expensive dress of the palace
p1196_bolly,father,male,
p1197_bolly,Pride-of-Pakistan,male,returning to his homeland
p1198_bolly,father,male,son's achievements and ideas
p1199_bolly,father,male,son's idea for campaign
p1200_bolly,we,,self-identity and style
p1201_bolly,speaker,,Charlie's genius
p1202_bolly,speaker,,Team India reaching the finals
p1203_bolly,,,
p1204_bolly,father,male,daughter's marriage
p1205_bolly,woman,female,acceptance in society and right to motherhood
p1206_bolly,son-in-law,male,
p1208_bolly,Dad,male,ability to face humiliation
p1209_bolly,Danish,male,proving himself to his mother
p1210_bolly,speaker,,friend's professional achievement
p1211_bolly,second speaker,,wealth
p1212_bolly,speaker,,friend's professional achievement
p1213_bolly,,,
p1214_bolly,Rajveer Khurana,male,Being son of his father
p1215_bolly,Aryan's lover,female,helping her lover
p1216_bolly,speaker,,
p1217_bolly,speaker,gender not explicit,stripping off the uniform and branding as a terrorist
p1218_bolly,father,male,son's actions
p1219_bolly,Burger Badshah,male,providing wheels for the champion
p1220_bolly,Shivy,male,representing India
p1221_bolly,Mr. Chaudhary,male,attending family functions
p1222_bolly,woman,female,having a loving partner
p1223_bolly,<speaker,male,having the other person in life
p1224_bolly,,,
p1225_bolly,father,male,loyalty to community and family
p1226_bolly,,,
p1227_bolly,father,male,daughter's sacrifice for his happiness
p1228_bolly,speaker,male,maintaining family honor
p1229_bolly,,,
p1230_bolly,Kishan,male,love
p1231_bolly,Radha's lover,male,taking Radha with pride and respect
p1232_bolly,son,male,marrying with pride and respect
p1233_bolly,Radha,female,
p1234_bolly,character,male,self-confidence and dedication to duty
p1235_bolly,Balkar Singh,male,bravery
p1236_bolly,widow,female,being the spouse of the deceased
p1237_bolly,speaker,,patriotism
p1238_bolly,speaker,,India's greatness
p1239_bolly,officer,male,patriotism
p1240_bolly,speaker,,brother's actions
p1241_bolly,speaker,,brother's martyrdom
p1242_bolly,speaker,,martyrdom
p1243_bolly,He,male,living alone
p1244_bolly,pal,male,
p1245_bolly,,,
p1246_bolly,Mrs. Deoji,female,bravery of her son
p1247_bolly,widow,female,living as the spouse's widow
p1248_bolly,Nawab Saab,male,
p1249_bolly,Sammy,male,
p1250_bolly,Sammy,male,
p1251_bolly,Nawab,male,
p1252_bolly,speaker,,opening a school
p1253_bolly,speaker,,Abbas's achievement
p1254_bolly,he,male,grandchild's writing skills
p1255_bolly,Ms. Mathur,female,potential of students
p1256_bolly,Ms. Mathur,female,students' achievement
p1257_bolly,Sir,male,supporting and standing by kids
p1258_bolly,unknown,unknown,
p1259_bolly,unknown,unknown,
p1260_bolly,speaker,,
p1261_bolly,son,male,not humiliating father and making him proud
p1262_bolly,Gopi,male,overcoming fear and gaining victory
p1263_bolly,second speaker,,tricking someone for personal gain
p1264_bolly,Ravi,male,embracing and supporting the entire village
p1265_bolly,Kabir,male,speaking the truth
p1266_bolly,speaker,,successful completion of a mission
p1267_bolly,speaker,,love and devotion towards someone
p1268_bolly,speaker,,love and devotion to someone
p1269_bolly,son,male,successful scam
p1270_bolly,son,male,achieving a financial gain through deceit
p1271_bolly,children,,their father's accomplishments
p1272_bolly,daddy,male,family reunion
p1273_bolly,she,female,her own achievements
p1274_bolly,she,female,political achievements
p1275_bolly,speaker,,marrying a high-status individual
p1276_bolly,grand-daughter,female,maintaining caste pride
p1277_bolly,She',female,her looks
p1278_bolly,father,male,maintaining family honor
p1279_bolly,cop,male,financial independence
p1280_bolly,,,
p1281_bolly,Deva,male,confessing before the court
p1282_bolly,college friend,male,friend's success
p1283_bolly,son,male,parents fulfilling their duty
p1284_bolly,speaker,,friend's success
p1285_bolly,Rajesh,male,Duty fulfillment
p1286_bolly,speaker,male,trust in daughter's purity
p1287_bolly,man,male,being truthful
p1288_bolly,Ruma and mother,female,Major's promotion and war achievements
p1289_bolly,Major Verma,male,bravery
p1290_bolly,inspector,male,sacrificing life for justice
p1291_bolly,broken heart,,faith
p1292_bolly,speaker,,faith
p1293_bolly,speaker,,faith despite heartbreak
p1294_bolly,speaker,,decision made
p1295_bolly,,,
p1296_bolly,Ranjit,male,
p1297_bolly,both characters,male,bravery
p1298_bolly,Dad,male,professional achievement as an international photographer
p1299_bolly,speaker 1,gender not explicit,acting skills
p1300_bolly,Munna,male,his strength
p1301_bolly,Munna,male,personal strength
p1302_bolly,<broken heart,,faith
p1303_bolly,speaker,,faith
p1304_bolly,broken heart,,faith
p1305_bolly,,,
p1306_bolly,Mum,female,son's physical fitness
p1307_bolly,Kuwar Amar Nath Singh,male,Recovery of Ashok and Kumar
p1308_bolly,wife,female,
p1309_bolly,man,male,
p1310_bolly,speaker,,love for someone
p1311_bolly,Jay,male,personal transformation
p1312_bolly,character,,being an Indian
p1313_bolly,girl,female,challenging man's pride
p1314_bolly,female speaker,female,challenging male dominance
p1315_bolly,mom,female,exceeding oneself
p1316_bolly,<speaker,,exceeding oneself
p1317_bolly,,,
p1318_bolly,,,
p1319_bolly,,,
p1320_bolly,,,
p1321_bolly,speaker 1,,respect from another person
p1322_bolly,Professor Sharma,male,mastering the class the first time
p1323_bolly,poverty stricken person,,
p1324_bolly,woman,female,self-confidence and self-expression
p1325_bolly,Chief Minister of Maharashtra,male,arresting a wanted terrorist
p1326_bolly,Anil Rai,male,accomplishment in job
p1327_bolly,father,male,son's obedience
p1328_bolly,Govt.,,officer's performance
p1329_bolly,Sitaram,male,grandson's achievement
p1330_bolly,husband,male,wife's bravery and patriotism
p1331_bolly,son,male,not violating any law
p1332_bolly,senior officer,male,junior's dedication towards job
p1333_bolly,bodyguard,male,physical strength
p1334_bolly,younger brother,male,being a responsible taxi driver
p1335_bolly,,,
p1336_bolly,Chandni,female,lover's commitment
p1337_bolly,Seema,female,
p1338_bolly,Ravi,male,maintaining honour and pride
p1339_bolly,son,male,father's demotion
p1340_bolly,Surya Chauhan's grandson,male,being part of a successful team
p1341_bolly,Aftaab Qureshi,male,his contributions to Almore
p1342_bolly,Parma,male,acceptance of love
p1343_bolly,Surya Chauhan,male,political achievement
p1344_bolly,man,male,
p1345_bolly,Parma,male,winning the election
p1346_bolly,Parma,male,avenging insult
p1347_bolly,Chauhan,male,uphold family honor
p1348_bolly,Surya Chauhan's grandson,male,being Surya Chauhan's grandson
p1349_bolly,Aftaab Qureshi,male,his contributions to Almore
p1350_bolly,Parma,male,acceptance of love
p1351_bolly,Surya Chauhan,male,political achievement
p1352_bolly,,,
p1353_bolly,Parma,male,winning the election
p1354_bolly,Parma,male,avenging insult
p1355_bolly,Chauhan,male,uphold family honor
p1356_bolly,,,
p1357_bolly,character 1,,love
p1358_bolly,Adi,male,
p1359_bolly,father,male,son's achievement
p1360_bolly,citizens of Lucknow,,
p1361_bolly,Thakur,male,friendship
p1362_bolly,Arjun,male,friendship with Khushboo
p1363_bolly,Chumki,female,her beauty and charm
p1364_bolly,Chumki,female,her beauty
p1365_bolly,husband,male,wife's insult and lie
p1366_bolly,speaker,male,daughter's accomplishment
p1367_bolly,speaker,,character of the listener
p1368_bolly,speaker,,Indian heritage and culture
p1369_bolly,speaker,male,daughter-in-law's good character
p1370_bolly,Ajay,male,
p1371_bolly,speaker,,Indian heritage and culture
p1372_bolly,speaker,male,daughter-in-law's good character
p1373_bolly,Ajay,male,
p1374_bolly,Dinesh,male,
p1375_bolly,Suryadev Singh,male,making the police helpless
p1376_bolly,Savitri,female,future achievements of her son
p1377_bolly,martyr's widow,female,being a martyr's widow
p1378_bolly,Amit,male,
p1379_bolly,Ashok,male,family wealth
p1380_bolly,,,
p1381_bolly,Daddy,male,children's professional success
p1382_bolly,speaker,gender not explicit,burning the letter due to pride
p1383_bolly,all of you,,company's performance
p1384_bolly,speaker,gender not specified,company's success
p1385_bolly,speaker,,company's performance
p1386_bolly,speaker,,
p1387_bolly,Babu,male,having a boy
p1388_bolly,brother,male,attending sibling's wedding
p1389_bolly,Abhay Singh,male,
p1390_bolly,Shamshera,male,loyalty
p1391_bolly,Rajputana,,its swords
p1392_bolly,Rajputana,,History and freedom
p1393_bolly,<speaker 1,,potential of a mischievous student
p1394_bolly,speaker,,academic achievement
p1395_bolly,,,
p1396_bolly,speaker,,brother-in-law's intelligence
p1397_bolly,Captain,male,
p1398_bolly,best man,male,promise to bring Kishen
p1399_bolly,villagers,,providing water to village
p1400_bolly,speaker,gender not explicit,brother's self-respect and determination
p1401_bolly,,,
p1402_bolly,,,
p1403_bolly,,,
p1404_bolly,Durgeshwari,female,strength
p1405_bolly,Durgeshwari,female,
p1406_bolly,speaker,,
p1407_bolly,Rekha,female,
p1408_bolly,,,
p1409_bolly,,,
p1410_bolly,son-in-law,male,
p1411_bolly,,,
p1412_bolly,God,male,Destroy God's existence in boy's heart
p1413_bolly,,,
p1414_bolly,father,male,son's silence
p1415_bolly,character,female,her beauty
p1416_bolly,character,female,her beauty
p1417_bolly,,,
p1418_bolly,,,
p1419_bolly,aunt,female,faith and belief
p1420_bolly,elder son,male,self-reliance
p1421_bolly,speaker,,craftsmanship
p1422_bolly,first speaker,gender not specified,illegal business dealings
p1423_bolly,,,
p1424_bolly,speaker,,recent speech
p1425_bolly,speaker,,craftsmanship
